rs_id,chromosome,snp_position,gene_symbol,effect_size,p_adjust,regulated_gene,tissue,lincrna_begin,lincrna_end,gwas_id,gwas_phenotype
rs6904029,6,29943067,HCG9,0.61,3.46E-09,IFITM4P,Stomach,29942889,29946183,24939585,age-related hearing impairment
rs7246657,19,37747108,LINC01535,0.29,2.51E-06,ZNF793,Stomach,37746818,37756377,23870195,coronary artery calcification
rs71327718,3,125592857,LOC101927056,0.98,2.12E-11,FAM86JP,Stomach,125546100,125604920,23319000,metabolite levels
rs71327718,3,125592857,LOC101927056,0.59,4.84E-06,SLC41A3,Stomach,125546100,125604920,23319000,metabolite levels
rs8014671,14,71092256,LOC101928075,-0.18,2.43E-05,COX16,Stomach,71075515,71108015,25217961,prostate cancer
rs8014671,14,71092256,LOC101928075,-0.18,2.43E-05,COX16,Stomach,71075515,71108015,25217961,prostate cancer
rs134882,22,42670965,OGFRP1,0.36,6.68E-08,NAGA,Stomach,42665774,42671039,20889312,bipolar disorder
rs134882,22,42670965,OGFRP1,0.36,6.68E-08,NAGA,Stomach,42665774,42671039,20889312,schizophrenia
rs134882,22,42670965,OGFRP1,0.34,1.94E-05,SMDT1,Stomach,42665774,42671039,20889312,bipolar disorder
rs134882,22,42670965,OGFRP1,0.34,1.94E-05,SMDT1,Stomach,42665774,42671039,20889312,schizophrenia
rs134882,22,42670965,OGFRP1,-0.43,9.44E-07,CYP2D6,Stomach,42665774,42671039,20889312,bipolar disorder
rs134882,22,42670965,OGFRP1,-0.43,9.44E-07,CYP2D6,Stomach,42665774,42671039,20889312,schizophrenia
rs836788,5,79912044,LINC01337,-0.33,9.45E-10,DHFR,Stomach,79904442,79918343,26831199,glomerular filtration rate (creatinine)
rs836788,5,79912044,LINC01337,0.43,1.92E-09,MSH3,Stomach,79904442,79918343,26831199,glomerular filtration rate (creatinine)
rs7188445,16,79734987,LINC01229,-0.55,2.31E-08,MAFTRR,Stomach,79710005,79760326,23263486,urate levels
rs17767419,16,79744548,LINC01229,-0.57,3.98E-09,MAFTRR,Stomach,79710005,79760326,21565293,thyroid related
rs3813582,16,79749353,LINC01229,-0.54,6.92E-08,MAFTRR,Stomach,79747744,79832987,23408906,thyroid related
rs3813582,16,79749353,LINC01229,-0.54,6.92E-08,MAFTRR,Stomach,79747744,79832987,23408906,thyroid related
rs3813582,16,79749353,LINC01229,-0.54,6.92E-08,MAFTRR,Stomach,79747744,79832987,22494929,thyroid related
rs4575545,16,79755446,LINC01229,-0.54,2.84E-07,MAFTRR,Stomach,79747744,79832987,24852370,serum thyroid-stimulating hormone levels
rs3892630,19,33181484,LOC105372367,-0.37,6.69E-10,NUDT19,Stomach,33177995,33182656,23222517,red blood cell traits
rs6503525,17,38095174,LOC101928947,-0.58,1.99E-07,GSDMA,Stomach,38084120,38095854,21150878,asthma related
